,value,trait_type,collectionTokenId
93,Seed: 68109390196313000,Ignition,9000471
94,Mystery Feature: Day mode,Ignition,9000471
95,Number of Lasers: 2,Ignition,9000471
96,All Ignitions,Ignition,9000472
97,Seed: 21840445000993304,Ignition,9000472
98,Mystery Feature: Night mode,Ignition,9000472
99,Number of Lasers: 3,Ignition,9000472
100,All Ignitions,Ignition,9000473
101,Seed: 30174251065975572,Ignition,9000473
102,Mystery Feature: Day mode,Ignition,9000473
103,Number of Lasers: 4,Ignition,9000473
104,All Ignitions,Ignition,9000474
105,Seed: 11818258750376204,Ignition,9000474
106,Mystery Feature: Day mode,Ignition,9000474
107,Number of Lasers: 7,Ignition,9000474
108,All Ignitions,Ignition,9000475
109,Seed: 34926129833050156,Ignition,9000475
110,Mystery Feature: Night mode,Ignition,9000475
111,Number of Lasers: 7,Ignition,9000475
112,All Ignitions,Ignition,9000476
113,Seed: 10712202400823906,Ignition,9000476
114,Mystery Feature: Night mode,Ignition,9000476
115,Number of Lasers: 2,Ignition,9000476
116,All Ignitions,Ignition,9000477
117,Seed: 43317852024647090,Ignition,9000477
118,Mystery Feature: Night x Monochrome = Gold,Ignition,9000477
119,Number of Lasers: 7,Ignition,9000477
120,All Ignitions,Ignition,9000478
121,Seed: 5866310625207774,Ignition,9000478
122,Mystery Feature: Day mode,Ignition,9000478
123,Number of Lasers: 3,Ignition,9000478
124,All Ignitions,Ignition,9000479
125,Seed: 69275440716414590,Ignition,9000479
126,Mystery Feature: Night mode,Ignition,9000479
127,Number of Lasers: 5,Ignition,9000479
128,All Ignitions,Ignition,9000480
129,Seed: 57192372200039230,Ignition,9000480
130,Mystery Feature: Night mode,Ignition,9000480
131,Number of Lasers: 8,Ignition,9000480
132,All Ignitions,Ignition,9000481
133,Seed: 6145181479116700,Ignition,9000481
134,Mystery Feature: Night mode,Ignition,9000481
135,Number of Lasers: 7,Ignition,9000481
136,All Ignitions,Ignition,9000482
137,Seed: 29931980457981250,Ignition,9000482
138,Mystery Feature: Night mode,Ignition,9000482
139,Number of Lasers: 6,Ignition,9000482
140,All Ignitions,Ignition,9000483
141,Seed: 71770381212048190,Ignition,9000483
142,Mystery Feature: Day mode,Ignition,9000483
143,Number of Lasers: 6,Ignition,9000483
144,All Ignitions,Ignition,9000484
145,Seed: 33111988449108628,Ignition,9000484
146,Mystery Feature: Day mode,Ignition,9000484
147,Number of Lasers: 3,Ignition,9000484
148,All Ignitions,Ignition,9000485
149,Seed: 2362031876466079,Ignition,9000485
150,Mystery Feature: Night mode,Ignition,9000485
151,Number of Lasers: 5,Ignition,9000485
152,All Ignitions,Ignition,9000486
153,Seed: 25961626144131450,Ignition,9000486
154,Mystery Feature: Day mode,Ignition,9000486
155,Number of Lasers: 16,Ignition,9000486
156,All Ignitions,Ignition,9000487
157,Seed: 23820793580232176,Ignition,9000487
158,Mystery Feature: Night mode,Ignition,9000487
159,Number of Lasers: 4,Ignition,9000487
160,All Ignitions,Ignition,9000488
161,Seed: 46872221679414860,Ignition,9000488
162,Mystery Feature: Night mode,Ignition,9000488
163,Number of Lasers: 8,Ignition,9000488
164,All Ignitions,Ignition,9000489
165,Seed: 10824949259467152,Ignition,9000489
166,Mystery Feature: Day mode,Ignition,9000489
167,Number of Lasers: 8,Ignition,9000489
168,All Ignitions,Ignition,9000490
169,Seed: 4768866743139015,Ignition,9000490
170,Mystery Feature: Day mode,Ignition,9000490
171,Number of Lasers: 3,Ignition,9000490
172,All Ignitions,Ignition,9000491
173,Seed: 61776635903007240,Ignition,9000491
174,Mystery Feature: Night mode,Ignition,9000491
175,Number of Lasers: 7,Ignition,9000491
176,All Ignitions,Ignition,9000492
177,Seed: 41901904934145280,Ignition,9000492
178,Mystery Feature: Day mode,Ignition,9000492
179,Number of Lasers: 5,Ignition,9000492
180,All Ignitions,Ignition,9000493
181,Seed: 25954285430666460,Ignition,9000493
182,Mystery Feature: Day mode,Ignition,9000493
183,Number of Lasers: 9,Ignition,9000493
184,All Ignitions,Ignition,9000494
185,Seed: 48279203243478690,Ignition,9000494
186,Mystery Feature: Day mode,Ignition,9000494
187,Number of Lasers: 9,Ignition,9000494
188,All Ignitions,Ignition,9000495
189,Seed: 60383405562236720,Ignition,9000495
190,Mystery Feature: Day mode,Ignition,9000495
191,Number of Lasers: 7,Ignition,9000495
192,All Ignitions,Ignition,9000496
193,Seed: 20368044633420424,Ignition,9000496
194,Mystery Feature: Day mode,Ignition,9000496
195,Number of Lasers: 12,Ignition,9000496
196,All Ignitions,Ignition,9000497
197,Seed: 1603909567595816,Ignition,9000497
198,Mystery Feature: Bi-colors mode,Ignition,9000497
199,Number of Lasers: 3,Ignition,9000497
200,All Ignitions,Ignition,9000498
201,Seed: 65398610489662664,Ignition,9000498
202,Mystery Feature: Night mode,Ignition,9000498
203,Number of Lasers: 2,Ignition,9000498
204,All Ignitions,Ignition,9000499
205,Seed: 36968019031372616,Ignition,9000499
206,Mystery Feature: Day mode,Ignition,9000499
207,Number of Lasers: 4,Ignition,9000499
208,All Ignitions,Ignition,9000500
209,Seed: 39872556093503430,Ignition,9000500
210,Mystery Feature: Day mode,Ignition,9000500
211,Number of Lasers: 9,Ignition,9000500
212,All Ignitions,Ignition,9000501
213,Seed: 61648275442829500,Ignition,9000501
214,Mystery Feature: Day mode,Ignition,9000501
215,Number of Lasers: 6,Ignition,9000501
216,All Ignitions,Ignition,9000502
217,Seed: 27329151541446252,Ignition,9000502
218,Mystery Feature: Night mode,Ignition,9000502
219,Number of Lasers: 10,Ignition,9000502
220,All Ignitions,Ignition,9000503
221,Seed: 51607404495538980,Ignition,9000503
222,Mystery Feature: Monochrome mode,Ignition,9000503
223,Number of Lasers: 4,Ignition,9000503
224,All Ignitions,Ignition,9000504
225,Seed: 58221209761125230,Ignition,9000504
226,Mystery Feature: Day mode,Ignition,9000504
227,Number of Lasers: 5,Ignition,9000504
228,All Ignitions,Ignition,9000505
229,Seed: 34248385560806388,Ignition,9000505
230,Mystery Feature: Night mode,Ignition,9000505
231,Number of Lasers: 9,Ignition,9000505
232,All Ignitions,Ignition,9000506
233,Seed: 2216261430222535,Ignition,9000506
234,Mystery Feature: Night mode,Ignition,9000506
235,Number of Lasers: 6,Ignition,9000506
236,All Ignitions,Ignition,9000507
237,Seed: 53532673532509460,Ignition,9000507
238,Mystery Feature: Day mode,Ignition,9000507
239,Number of Lasers: 6,Ignition,9000507
240,All Ignitions,Ignition,9000508
241,Seed: 38586636887287720,Ignition,9000508
242,Mystery Feature: Bi-colors mode,Ignition,9000508
243,Number of Lasers: 2,Ignition,9000508
244,All Ignitions,Ignition,9000509
245,Seed: 16547599971077308,Ignition,9000509
246,Mystery Feature: Night mode,Ignition,9000509
247,Number of Lasers: 7,Ignition,9000509
248,All Ignitions,Ignition,9000510
249,Seed: 11494781603512516,Ignition,9000510
250,Mystery Feature: Day mode,Ignition,9000510
251,Number of Lasers: 4,Ignition,9000510
252,All Ignitions,Ignition,9000511
253,Seed: 45899992024472070,Ignition,9000511
254,Mystery Feature: Day mode,Ignition,9000511
255,Number of Lasers: 5,Ignition,9000511
256,All planets,planets,91000000
257,Type: matter,planets,91000000
258,Ufos: 0,planets,91000000
259,Moons: 0,planets,91000000
260,Rings: 2,planets,91000000
261,Binary: false,planets,91000000
262,Orbits: 6,planets,91000000
263,Rotation: counterclockwise,planets,91000000
264,All planets,planets,91000001
265,Type: matter,planets,91000001
266,Ufos: 0,planets,91000001
267,Moons: 2,planets,91000001
268,Rings: 0,planets,91000001
269,Binary: false,planets,91000001
270,Orbits: 4,planets,91000001
271,Rotation: counterclockwise,planets,91000001
272,All planets,planets,91000002
273,Type: matter,planets,91000002
274,Ufos: 0,planets,91000002
275,Moons: 1,planets,91000002
276,Rings: 1,planets,91000002
277,Binary: false,planets,91000002
278,Orbits: 3,planets,91000002
279,Rotation: clockwise,planets,91000002
280,All planets,planets,91000003
281,Type: matter,planets,91000003
282,Ufos: 1,planets,91000003
283,Moons: 1,planets,91000003
284,Rings: 5,planets,91000003
285,Binary: false,planets,91000003
286,Orbits: 10,planets,91000003
287,Rotation: counterclockwise,planets,91000003
288,All planets,planets,91000004
289,Type: matter,planets,91000004
290,Ufos: 0,planets,91000004
291,Moons: 1,planets,91000004
292,Rings: 0,planets,91000004
293,Binary: false,planets,91000004
294,Orbits: 3,planets,91000004
295,Rotation: clockwise,planets,91000004
296,All planets,planets,91000005
297,Type: matter,planets,91000005
298,Ufos: 0,planets,91000005
299,Moons: 0,planets,91000005
300,Rings: 0,planets,91000005
301,Binary: false,planets,91000005
302,Orbits: 2,planets,91000005
303,Rotation: clockwise,planets,91000005
304,All planets,planets,91000006
305,Type: matter,planets,91000006
306,Ufos: 0,planets,91000006
307,Moons: 1,planets,91000006
308,Rings: 0,planets,91000006
309,Binary: false,planets,91000006
310,Orbits: 4,planets,91000006
311,Rotation: clockwise,planets,91000006
312,All planets,planets,91000007
313,Type: matter,planets,91000007
314,Ufos: 0,planets,91000007
315,Moons: 3,planets,91000007
316,Rings: 2,planets,91000007
317,Binary: false,planets,91000007
318,Orbits: 9,planets,91000007
319,Rotation: clockwise,planets,91000007
320,All planets,planets,91000008
321,Type: matter,planets,91000008
322,Ufos: 0,planets,91000008
323,Moons: 0,planets,91000008
324,Rings: 0,planets,91000008
325,Binary: false,planets,91000008
326,Orbits: 8,planets,91000008
327,Rotation: counterclockwise,planets,91000008
328,All planets,planets,91000009
329,Type: matter,planets,91000009
330,Ufos: 0,planets,91000009
331,Moons: 3,planets,91000009
332,Rings: 1,planets,91000009
333,Binary: false,planets,91000009
334,Orbits: 10,planets,91000009
335,Rotation: counterclockwise,planets,91000009
336,All planets,planets,91000010
337,Type: matter,planets,91000010
338,Ufos: 0,planets,91000010
339,Moons: 2,planets,91000010
340,Rings: 6,planets,91000010
341,Binary: false,planets,91000010
342,Orbits: 10,planets,91000010
343,Rotation: counterclockwise,planets,91000010
344,All planets,planets,91000011
345,Type: antimatter,planets,91000011
346,Ufos: 0,planets,91000011
347,Moons: 1,planets,91000011
348,Rings: 2,planets,91000011
349,Binary: false,planets,91000011
350,Orbits: 5,planets,91000011
351,Rotation: clockwise,planets,91000011
352,All planets,planets,91000012
353,Type: matter,planets,91000012
354,Ufos: 0,planets,91000012
355,Moons: 0,planets,91000012
356,Rings: 0,planets,91000012
357,Binary: false,planets,91000012
358,Orbits: 2,planets,91000012
359,Rotation: clockwise,planets,91000012
360,All planets,planets,91000013
361,Type: matter,planets,91000013
362,Ufos: 0,planets,91000013
363,Moons: 1,planets,91000013
364,Rings: 0,planets,91000013
365,Binary: false,planets,91000013
366,Orbits: 9,planets,91000013
367,Rotation: clockwise,planets,91000013
368,All planets,planets,91000014
369,Type: matter,planets,91000014
370,Ufos: 0,planets,91000014
371,Moons: 0,planets,91000014
372,Rings: 1,planets,91000014
373,Binary: false,planets,91000014
374,Orbits: 4,planets,91000014
375,Rotation: clockwise,planets,91000014
376,All planets,planets,91000015
377,Type: matter,planets,91000015
378,Ufos: 0,planets,91000015
379,Moons: 1,planets,91000015
380,Rings: 0,planets,91000015
381,Binary: false,planets,91000015
382,Orbits: 4,planets,91000015
383,Rotation: clockwise,planets,91000015
384,All planets,planets,91000016
385,Type: antimatter,planets,91000016
386,Ufos: 0,planets,91000016
387,Moons: 4,planets,91000016
388,Rings: 1,planets,91000016
389,Binary: false,planets,91000016
390,Orbits: 10,planets,91000016
391,Rotation: clockwise,planets,91000016
392,All planets,planets,91000017
393,Type: matter,planets,91000017
394,Ufos: 0,planets,91000017
395,Moons: 1,planets,91000017
396,Rings: 2,planets,91000017
397,Binary: false,planets,91000017
398,Orbits: 3,planets,91000017
399,Rotation: clockwise,planets,91000017
400,,,91000018
401,All planets,planets,91000020
402,Type: matter,planets,91000020
403,Ufos: 0,planets,91000020
404,Moons: 0,planets,91000020
405,Rings: 2,planets,91000020
406,Binary: false,planets,91000020
407,Orbits: 2,planets,91000020
408,Rotation: clockwise,planets,91000020
409,All planets,planets,91000021
410,Type: matter,planets,91000021
411,Ufos: 0,planets,91000021
412,Moons: 0,planets,91000021
413,Rings: 0,planets,91000021
414,Binary: false,planets,91000021
415,Orbits: 2,planets,91000021
416,Rotation: clockwise,planets,91000021
417,All planets,planets,91000022
418,Type: matter,planets,91000022
419,Ufos: 0,planets,91000022
420,Moons: 1,planets,91000022
421,Rings: 4,planets,91000022
422,Binary: false,planets,91000022
423,Orbits: 9,planets,91000022
424,Rotation: clockwise,planets,91000022
425,All planets,planets,91000023
426,Type: matter,planets,91000023
427,Ufos: 0,planets,91000023
428,Moons: 2,planets,91000023
429,Rings: 3,planets,91000023
430,Binary: false,planets,91000023
431,Orbits: 6,planets,91000023
432,Rotation: clockwise,planets,91000023
433,All planets,planets,91000024
434,Type: matter,planets,91000024
435,Ufos: 0,planets,91000024
436,Moons: 3,planets,91000024
437,Rings: 1,planets,91000024
438,Binary: false,planets,91000024
439,Orbits: 9,planets,91000024
440,Rotation: clockwise,planets,91000024
441,All planets,planets,91000025
442,Type: antimatter,planets,91000025
443,Ufos: 0,planets,91000025
444,Moons: 2,planets,91000025
445,Rings: 2,planets,91000025
446,Binary: false,planets,91000025
447,Orbits: 6,planets,91000025
448,Rotation: clockwise,planets,91000025
449,All planets,planets,91000026
450,Type: matter,planets,91000026
451,Ufos: 0,planets,91000026
452,Moons: 1,planets,91000026
453,Rings: 0,planets,91000026
454,Binary: false,planets,91000026
455,Orbits: 4,planets,91000026
456,Rotation: counterclockwise,planets,91000026
457,All planets,planets,91000027
458,Type: matter,planets,91000027
459,Ufos: 0,planets,91000027
460,Moons: 1,planets,91000027
461,Rings: 3,planets,91000027
462,Binary: false,planets,91000027
463,Orbits: 6,planets,91000027
464,Rotation: counterclockwise,planets,91000027
465,All planets,planets,91000028
466,Type: matter,planets,91000028
467,Ufos: 0,planets,91000028
468,Moons: 2,planets,91000028
469,Rings: 2,planets,91000028
470,Binary: false,planets,91000028
471,Orbits: 7,planets,91000028
472,Rotation: clockwise,planets,91000028
473,All planets,planets,91000029
474,Type: matter,planets,91000029
475,Ufos: 0,planets,91000029
476,Moons: 2,planets,91000029
477,Rings: 3,planets,91000029
478,Binary: false,planets,91000029
479,Orbits: 10,planets,91000029
480,Rotation: counterclockwise,planets,91000029
481,All planets,planets,91000030
482,Type: matter,planets,91000030
483,Ufos: 0,planets,91000030
484,Moons: 0,planets,91000030
485,Rings: 1,planets,91000030
486,Binary: false,planets,91000030
487,Orbits: 3,planets,91000030
488,Rotation: counterclockwise,planets,91000030
489,All planets,planets,91000031
490,Type: matter,planets,91000031
491,Ufos: 0,planets,91000031
492,Moons: 1,planets,91000031
493,Rings: 1,planets,91000031
494,Binary: false,planets,91000031
495,Orbits: 6,planets,91000031
496,Rotation: clockwise,planets,91000031
497,All planets,planets,91000032
498,Type: matter,planets,91000032
499,Ufos: 0,planets,91000032
500,Moons: 1,planets,91000032
501,Rings: 1,planets,91000032
502,Binary: false,planets,91000032
503,Orbits: 7,planets,91000032
504,Rotation: clockwise,planets,91000032
505,All planets,planets,91000033
506,Type: antimatter,planets,91000033
507,Ufos: 0,planets,91000033
508,Moons: 1,planets,91000033
509,Rings: 1,planets,91000033
510,Binary: false,planets,91000033
511,Orbits: 5,planets,91000033
512,Rotation: clockwise,planets,91000033
513,All planets,planets,91000034
514,Type: matter,planets,91000034
515,Ufos: 0,planets,91000034
516,Moons: 5,planets,91000034
517,Rings: 1,planets,91000034
518,Binary: false,planets,91000034
519,Orbits: 10,planets,91000034
520,Rotation: clockwise,planets,91000034
521,All planets,planets,91000035
522,Type: matter,planets,91000035
523,Ufos: 0,planets,91000035
524,Moons: 0,planets,91000035
525,Rings: 1,planets,91000035
526,Binary: false,planets,91000035
527,Orbits: 8,planets,91000035
528,Rotation: clockwise,planets,91000035
529,All planets,planets,91000036
530,Type: matter,planets,91000036
531,Ufos: 0,planets,91000036
532,Moons: 2,planets,91000036
533,Rings: 1,planets,91000036
534,Binary: false,planets,91000036
535,Orbits: 6,planets,91000036
536,Rotation: counterclockwise,planets,91000036
537,All planets,planets,91000037
538,Type: matter,planets,91000037
539,Ufos: 0,planets,91000037
540,Moons: 1,planets,91000037
541,Rings: 3,planets,91000037
542,Binary: false,planets,91000037
543,Orbits: 5,planets,91000037
544,Rotation: clockwise,planets,91000037
545,All planets,planets,91000038
546,Type: matter,planets,91000038
547,Ufos: 0,planets,91000038
548,Moons: 1,planets,91000038
549,Rings: 0,planets,91000038
550,Binary: false,planets,91000038
551,Orbits: 2,planets,91000038
552,Rotation: clockwise,planets,91000038
553,All planets,planets,91000039
554,Type: matter,planets,91000039
555,Ufos: 0,planets,91000039
556,Moons: 0,planets,91000039
557,Rings: 0,planets,91000039
558,Binary: false,planets,91000039
559,Orbits: 4,planets,91000039
560,Rotation: clockwise,planets,91000039
561,All planets,planets,91000040
562,Type: matter,planets,91000040
563,Ufos: 0,planets,91000040
564,Moons: 0,planets,91000040
565,Rings: 0,planets,91000040
566,Binary: false,planets,91000040
567,Orbits: 4,planets,91000040
568,Rotation: clockwise,planets,91000040
569,All planets,planets,91000041
570,Type: matter,planets,91000041
571,Ufos: 0,planets,91000041
572,Moons: 3,planets,91000041
573,Rings: 1,planets,91000041
574,Binary: false,planets,91000041
575,Orbits: 10,planets,91000041
576,Rotation: clockwise,planets,91000041
577,All planets,planets,91000042
578,Type: matter,planets,91000042
579,Ufos: 0,planets,91000042
580,Moons: 2,planets,91000042
581,Rings: 1,planets,91000042
582,Binary: false,planets,91000042
583,Orbits: 8,planets,91000042
584,Rotation: clockwise,planets,91000042
585,All planets,planets,91000043
586,Type: matter,planets,91000043
587,Ufos: 0,planets,91000043
588,Moons: 1,planets,91000043
589,Rings: 2,planets,91000043
590,Binary: false,planets,91000043
591,Orbits: 6,planets,91000043
592,Rotation: counterclockwise,planets,91000043
593,All planets,planets,91000044
594,Type: matter,planets,91000044
595,Ufos: 0,planets,91000044
596,Moons: 0,planets,91000044
597,Rings: 0,planets,91000044
598,Binary: false,planets,91000044
599,Orbits: 7,planets,91000044
600,Rotation: clockwise,planets,91000044
601,All planets,planets,91000045
602,Type: matter,planets,91000045
603,Ufos: 0,planets,91000045
604,Moons: 0,planets,91000045
605,Rings: 2,planets,91000045
606,Binary: false,planets,91000045
607,Orbits: 8,planets,91000045
608,Rotation: clockwise,planets,91000045
609,All planets,planets,91000046
610,Type: matter,planets,91000046
611,Ufos: 0,planets,91000046
612,Moons: 1,planets,91000046
613,Rings: 0,planets,91000046
614,Binary: true,planets,91000046
615,Orbits: 4,planets,91000046
616,Rotation: counterclockwise,planets,91000046
617,All planets,planets,91000047
618,Type: matter,planets,91000047
619,Ufos: 0,planets,91000047
620,Moons: 1,planets,91000047
621,Rings: 2,planets,91000047
622,Binary: false,planets,91000047
623,Orbits: 3,planets,91000047
624,Rotation: counterclockwise,planets,91000047
625,All planets,planets,91000048
626,Type: matter,planets,91000048
627,Ufos: 0,planets,91000048
628,Moons: 1,planets,91000048
629,Rings: 2,planets,91000048
630,Binary: true,planets,91000048
631,Orbits: 10,planets,91000048
632,Rotation: counterclockwise,planets,91000048
633,All planets,planets,91000049
634,Type: antimatter,planets,91000049
635,Ufos: 0,planets,91000049
636,Moons: 2,planets,91000049
637,Rings: 1,planets,91000049
638,Binary: false,planets,91000049
639,Orbits: 3,planets,91000049
640,Rotation: clockwise,planets,91000049
641,All planets,planets,91000051
642,Type: matter,planets,91000051
643,Ufos: 0,planets,91000051
644,Moons: 0,planets,91000051
645,Rings: 2,planets,91000051
646,Binary: false,planets,91000051
647,Orbits: 3,planets,91000051
648,Rotation: counterclockwise,planets,91000051
649,All planets,planets,91000052
650,Type: antimatter,planets,91000052
651,Ufos: 1,planets,91000052
652,Moons: 2,planets,91000052
653,Rings: 1,planets,91000052
654,Binary: false,planets,91000052
655,Orbits: 6,planets,91000052
656,Rotation: clockwise,planets,91000052
657,All planets,planets,91000053
658,Type: matter,planets,91000053
659,Ufos: 0,planets,91000053
660,Moons: 1,planets,91000053
661,Rings: 4,planets,91000053
662,Binary: true,planets,91000053
663,Orbits: 8,planets,91000053
664,Rotation: counterclockwise,planets,91000053
665,All planets,planets,91000054
666,Type: matter,planets,91000054
667,Ufos: 0,planets,91000054
668,Moons: 2,planets,91000054
669,Rings: 4,planets,91000054
670,Binary: false,planets,91000054
671,Orbits: 6,planets,91000054
672,Rotation: counterclockwise,planets,91000054
673,All planets,planets,91000055
674,Type: matter,planets,91000055
675,Ufos: 0,planets,91000055
676,Moons: 1,planets,91000055
677,Rings: 1,planets,91000055
678,Binary: false,planets,91000055
679,Orbits: 10,planets,91000055
680,Rotation: clockwise,planets,91000055
681,All planets,planets,91000056
682,Type: matter,planets,91000056
683,Ufos: 1,planets,91000056
684,Moons: 0,planets,91000056
685,Rings: 1,planets,91000056
686,Binary: false,planets,91000056
687,Orbits: 7,planets,91000056
688,Rotation: clockwise,planets,91000056
689,All planets,planets,91000057
690,Type: matter,planets,91000057
691,Ufos: 0,planets,91000057
692,Moons: 0,planets,91000057
693,Rings: 3,planets,91000057
694,Binary: false,planets,91000057
695,Orbits: 7,planets,91000057
696,Rotation: clockwise,planets,91000057
697,All planets,planets,91000058
698,Type: matter,planets,91000058
699,Ufos: 1,planets,91000058
700,Moons: 1,planets,91000058
701,Rings: 2,planets,91000058
702,Binary: false,planets,91000058
703,Orbits: 10,planets,91000058
704,Rotation: counterclockwise,planets,91000058
705,All planets,planets,91000059
706,Type: matter,planets,91000059
707,Ufos: 0,planets,91000059
708,Moons: 1,planets,91000059
709,Rings: 3,planets,91000059
710,Binary: false,planets,91000059
711,Orbits: 7,planets,91000059
712,Rotation: clockwise,planets,91000059
713,All planets,planets,91000060
714,Type: matter,planets,91000060
715,Ufos: 1,planets,91000060
716,Moons: 1,planets,91000060
717,Rings: 1,planets,91000060
718,Binary: false,planets,91000060
719,Orbits: 10,planets,91000060
720,Rotation: counterclockwise,planets,91000060
721,All planets,planets,91000061
722,Type: matter,planets,91000061
723,Ufos: 0,planets,91000061
724,Moons: 2,planets,91000061
725,Rings: 0,planets,91000061
726,Binary: false,planets,91000061
727,Orbits: 5,planets,91000061
728,Rotation: clockwise,planets,91000061
729,All planets,planets,91000062
730,Type: matter,planets,91000062
731,Ufos: 0,planets,91000062
732,Moons: 4,planets,91000062
733,Rings: 3,planets,91000062
734,Binary: false,planets,91000062
735,Orbits: 7,planets,91000062
736,Rotation: clockwise,planets,91000062
737,All planets,planets,91000063
738,Type: matter,planets,91000063
739,Ufos: 0,planets,91000063
740,Moons: 0,planets,91000063
741,Rings: 0,planets,91000063
742,Binary: false,planets,91000063
743,Orbits: 2,planets,91000063
744,Rotation: clockwise,planets,91000063
745,All planets,planets,91000064
746,Type: matter,planets,91000064
747,Ufos: 0,planets,91000064
748,Moons: 3,planets,91000064
749,Rings: 2,planets,91000064
750,Binary: false,planets,91000064
751,Orbits: 10,planets,91000064
752,Rotation: counterclockwise,planets,91000064
753,All planets,planets,91000065
754,Type: matter,planets,91000065
755,Ufos: 0,planets,91000065
756,Moons: 0,planets,91000065
757,Rings: 1,planets,91000065
758,Binary: false,planets,91000065
759,Orbits: 7,planets,91000065
760,Rotation: clockwise,planets,91000065
761,All planets,planets,91000066
762,Type: matter,planets,91000066
763,Ufos: 0,planets,91000066
764,Moons: 3,planets,91000066
765,Rings: 0,planets,91000066
766,Binary: false,planets,91000066
767,Orbits: 6,planets,91000066
768,Rotation: counterclockwise,planets,91000066
769,All planets,planets,91000067
770,Type: matter,planets,91000067
771,Ufos: 0,planets,91000067
772,Moons: 3,planets,91000067
773,Rings: 4,planets,91000067
774,Binary: true,planets,91000067
775,Orbits: 10,planets,91000067
